leg,fold,method,query_id,category,available,excluded,hit@1,hit@5
bugsinpy_lopo,black,Dense RAG,black/15,default-arg-change,12,False,0.0,0.0
bugsinpy_lopo,black,SMA,black/16,exception-handling,33,False,0.0,0.4
bugsinpy_lopo,black,BM25,black/16,exception-handling,33,False,0.0,0.6
bugsinpy_lopo,black,Dense RAG,black/16,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,black,SMA,black/17,add-null-check,77,False,1.0,0.4
bugsinpy_lopo,black,BM25,black/17,add-null-check,77,False,0.0,0.4
bugsinpy_lopo,black,Dense RAG,black/17,add-null-check,77,False,0.0,0.2
bugsinpy_lopo,black,SMA,black/18,other,282,True,,
bugsinpy_lopo,black,BM25,black/18,other,282,True,,
bugsinpy_lopo,black,Dense RAG,black/18,other,282,True,,
bugsinpy_lopo,black,SMA,black/19,other,282,True,,
bugsinpy_lopo,black,BM25,black/19,other,282,True,,
bugsinpy_lopo,black,Dense RAG,black/19,other,282,True,,
bugsinpy_lopo,black,SMA,black/20,other,282,True,,
bugsinpy_lopo,black,BM25,black/20,other,282,True,,
bugsinpy_lopo,black,Dense RAG,black/20,other,282,True,,
bugsinpy_lopo,black,SMA,black/21,other,282,True,,
bugsinpy_lopo,black,BM25,black/21,other,282,True,,
bugsinpy_lopo,black,Dense RAG,black/21,other,282,True,,
bugsinpy_lopo,black,SMA,black/22,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,black,BM25,black/22,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,black,Dense RAG,black/22,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,black,SMA,black/23,other,282,True,,
bugsinpy_lopo,black,BM25,black/23,other,282,True,,
bugsinpy_lopo,black,Dense RAG,black/23,other,282,True,,
bugsinpy_lopo,cookiecutter,SMA,cookiecutter/1,other,292,True,,
bugsinpy_lopo,cookiecutter,BM25,cookiecutter/1,other,292,True,,
bugsinpy_lopo,cookiecutter,Dense RAG,cookiecutter/1,other,292,True,,
bugsinpy_lopo,cookiecutter,SMA,cookiecutter/2,other,292,True,,
bugsinpy_lopo,cookiecutter,BM25,cookiecutter/2,other,292,True,,
bugsinpy_lopo,cookiecutter,Dense RAG,cookiecutter/2,other,292,True,,
bugsinpy_lopo,cookiecutter,SMA,cookiecutter/3,other,292,True,,
bugsinpy_lopo,cookiecutter,BM25,cookiecutter/3,other,292,True,,
bugsinpy_lopo,cookiecutter,Dense RAG,cookiecutter/3,other,292,True,,
bugsinpy_lopo,cookiecutter,SMA,cookiecutter/4,exception-handling,34,False,0.0,0.0
bugsinpy_lopo,cookiecutter,BM25,cookiecutter/4,exception-handling,34,False,0.0,0.2
bugsinpy_lopo,cookiecutter,Dense RAG,cookiecutter/4,exception-handling,34,False,0.0,0.0
bugsinpy_lopo,fastapi,SMA,fastapi/1,exception-handling,34,False,0.0,0.0
bugsinpy_lopo,fastapi,BM25,fastapi/1,exception-handling,34,False,0.0,0.2
bugsinpy_lopo,fastapi,Dense RAG,fastapi/1,exception-handling,34,False,0.0,0.2
bugsinpy_lopo,fastapi,SMA,fastapi/2,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/2,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/2,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/3,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/3,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/3,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/4,type-coercion,24,False,0.0,0.4
bugsinpy_lopo,fastapi,BM25,fastapi/4,type-coercion,24,False,0.0,0.2
bugsinpy_lopo,fastapi,Dense RAG,fastapi/4,type-coercion,24,False,0.0,0.0
bugsinpy_lopo,fastapi,SMA,fastapi/5,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/5,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/5,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/6,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/6,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/6,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/7,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/7,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/7,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/8,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/8,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/8,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/9,type-coercion,24,False,0.0,0.4
bugsinpy_lopo,fastapi,BM25,fastapi/9,type-coercion,24,False,0.0,0.0
bugsinpy_lopo,fastapi,Dense RAG,fastapi/9,type-coercion,24,False,0.0,0.0
bugsinpy_lopo,fastapi,SMA,fastapi/10,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/10,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/10,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/11,add-null-check,80,False,1.0,0.4
bugsinpy_lopo,fastapi,BM25,fastapi/11,add-null-check,80,False,0.0,0.2
bugsinpy_lopo,fastapi,Dense RAG,fastapi/11,add-null-check,80,False,1.0,0.4
bugsinpy_lopo,fastapi,SMA,fastapi/12,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/12,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/12,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/13,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/13,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/13,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/14,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/14,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/14,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/15,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/15,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/15,other,283,True,,
bugsinpy_lopo,fastapi,SMA,fastapi/16,other,283,True,,
bugsinpy_lopo,fastapi,BM25,fastapi/16,other,283,True,,
bugsinpy_lopo,fastapi,Dense RAG,fastapi/16,other,283,True,,
bugsinpy_lopo,httpie,SMA,httpie/1,exception-handling,34,False,0.0,0.2
bugsinpy_lopo,httpie,BM25,httpie/1,exception-handling,34,False,0.0,0.4
bugsinpy_lopo,httpie,Dense RAG,httpie/1,exception-handling,34,False,0.0,0.2
bugsinpy_lopo,httpie,SMA,httpie/2,other,293,True,,
bugsinpy_lopo,httpie,BM25,httpie/2,other,293,True,,
bugsinpy_lopo,httpie,Dense RAG,httpie/2,other,293,True,,
bugsinpy_lopo,httpie,SMA,httpie/3,add-null-check,79,False,0.0,0.6
bugsinpy_lopo,httpie,BM25,httpie/3,add-null-check,79,False,1.0,0.4
bugsinpy_lopo,httpie,Dense RAG,httpie/3,add-null-check,79,False,0.0,0.0
bugsinpy_lopo,httpie,SMA,httpie/4,other,293,True,,
bugsinpy_lopo,httpie,BM25,httpie/4,other,293,True,,
bugsinpy_lopo,httpie,Dense RAG,httpie/4,other,293,True,,
bugsinpy_lopo,httpie,SMA,httpie/5,add-null-check,79,False,1.0,0.6
bugsinpy_lopo,httpie,BM25,httpie/5,add-null-check,79,False,0.0,0.4
bugsinpy_lopo,httpie,Dense RAG,httpie/5,add-null-check,79,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/1,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,BM25,keras/1,add-null-check,70,False,0.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/1,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/2,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/2,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/2,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/3,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/3,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/3,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/4,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/4,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/4,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/5,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/5,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/5,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/6,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/6,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/6,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/7,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/7,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/7,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/8,exception-handling,32,False,0.0,0.4
bugsinpy_lopo,keras,BM25,keras/8,exception-handling,32,False,0.0,0.0
bugsinpy_lopo,keras,Dense RAG,keras/8,exception-handling,32,False,1.0,0.2
bugsinpy_lopo,keras,SMA,keras/9,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/9,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/9,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/10,add-null-check,70,False,1.0,0.6
bugsinpy_lopo,keras,BM25,keras/10,add-null-check,70,False,0.0,0.0
bugsinpy_lopo,keras,Dense RAG,keras/10,add-null-check,70,False,1.0,0.4
bugsinpy_lopo,keras,SMA,keras/11,type-coercion,22,False,0.0,0.2
bugsinpy_lopo,keras,BM25,keras/11,type-coercion,22,False,0.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/11,type-coercion,22,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/13,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/13,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/13,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/14,api-substitution,26,False,0.0,0.0
bugsinpy_lopo,keras,BM25,keras/14,api-substitution,26,False,0.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/14,api-substitution,26,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/15,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/15,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/15,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/16,add-null-check,70,False,0.0,0.4
bugsinpy_lopo,keras,BM25,keras/16,add-null-check,70,False,1.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/16,add-null-check,70,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/17,api-substitution,26,False,0.0,0.2
bugsinpy_lopo,keras,BM25,keras/17,api-substitution,26,False,0.0,0.0
bugsinpy_lopo,keras,Dense RAG,keras/17,api-substitution,26,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/18,exception-handling,32,False,0.0,0.4
bugsinpy_lopo,keras,BM25,keras/18,exception-handling,32,False,0.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/18,exception-handling,32,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/19,add-null-check,70,False,0.0,0.4
bugsinpy_lopo,keras,BM25,keras/19,add-null-check,70,False,1.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/19,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/20,default-arg-change,12,False,0.0,0.0
bugsinpy_lopo,keras,BM25,keras/20,default-arg-change,12,False,1.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/20,default-arg-change,12,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/21,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/21,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/21,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/22,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/22,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/22,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/23,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/23,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/23,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/24,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/24,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/24,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/25,type-coercion,22,False,0.0,0.2
bugsinpy_lopo,keras,BM25,keras/25,type-coercion,22,False,1.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/25,type-coercion,22,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/26,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/26,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/26,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/27,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/27,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/27,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/28,exception-handling,32,False,0.0,0.4
bugsinpy_lopo,keras,BM25,keras/28,exception-handling,32,False,0.0,0.0
bugsinpy_lopo,keras,Dense RAG,keras/28,exception-handling,32,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/29,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/29,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/29,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/30,add-null-check,70,False,1.0,0.4
bugsinpy_lopo,keras,BM25,keras/30,add-null-check,70,False,0.0,0.0
bugsinpy_lopo,keras,Dense RAG,keras/30,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/31,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/31,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/31,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/32,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/32,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/32,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/33,type-coercion,22,False,0.0,0.2
bugsinpy_lopo,keras,BM25,keras/33,type-coercion,22,False,0.0,0.0
bugsinpy_lopo,keras,Dense RAG,keras/33,type-coercion,22,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/34,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/34,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/34,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/35,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,BM25,keras/35,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/35,add-null-check,70,False,1.0,0.4
bugsinpy_lopo,keras,SMA,keras/36,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/36,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/36,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/37,add-null-check,70,False,0.0,0.6
bugsinpy_lopo,keras,BM25,keras/37,add-null-check,70,False,1.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/37,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/38,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/38,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/38,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/39,add-null-check,70,False,1.0,0.8
bugsinpy_lopo,keras,BM25,keras/39,add-null-check,70,False,1.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/39,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/40,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/40,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/40,other,272,True,,
bugsinpy_lopo,keras,SMA,keras/41,add-null-check,70,False,0.0,0.6
bugsinpy_lopo,keras,BM25,keras/41,add-null-check,70,False,0.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/41,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/42,add-null-check,70,False,0.0,0.0
bugsinpy_lopo,keras,BM25,keras/42,add-null-check,70,False,1.0,0.4
bugsinpy_lopo,keras,Dense RAG,keras/42,add-null-check,70,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/43,type-coercion,22,False,0.0,0.0
bugsinpy_lopo,keras,BM25,keras/43,type-coercion,22,False,0.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/43,type-coercion,22,False,0.0,0.0
bugsinpy_lopo,keras,SMA,keras/44,add-null-check,70,False,0.0,0.6
bugsinpy_lopo,keras,BM25,keras/44,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,Dense RAG,keras/44,add-null-check,70,False,0.0,0.2
bugsinpy_lopo,keras,SMA,keras/45,other,272,True,,
bugsinpy_lopo,keras,BM25,keras/45,other,272,True,,
bugsinpy_lopo,keras,Dense RAG,keras/45,other,272,True,,
bugsinpy_lopo,luigi,SMA,luigi/1,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/1,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/1,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/2,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/2,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/2,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/3,type-coercion,25,False,0.0,0.0
bugsinpy_lopo,luigi,BM25,luigi/3,type-coercion,25,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/3,type-coercion,25,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/4,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,BM25,luigi/4,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/4,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/5,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/5,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/5,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/6,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,BM25,luigi/6,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/6,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/7,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,BM25,luigi/7,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/7,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/8,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/8,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/8,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/9,add-null-check,78,False,1.0,0.6
bugsinpy_lopo,luigi,BM25,luigi/9,add-null-check,78,False,0.0,0.2
bugsinpy_lopo,luigi,Dense RAG,luigi/9,add-null-check,78,False,0.0,0.2
bugsinpy_lopo,luigi,SMA,luigi/10,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/10,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/10,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/11,other,274,True,,
