seed,leg,split,method,query_id,true_label,pred_label,hit@1,hit@5,hit@10
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,9bdc9a46fcf079745f90fb0b9ee30bbbfd41a1f470768d9b30cc6f531527dcaf,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,08aa4a6e4120d92a53ce4280801690aeb458c8d2e1a1979959f725c80f14a57a,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,771f6a38110564fe0194c367665d9b092b33f94d181e3b124aaf34314e2a8d52,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,fe543cdea458176a70f78c1746728a4448d845ece13481f6993ecef92e12a9e1,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,ebca3aa9121ec404ddb0a67fa670862ad41fd2ff33e6920d7df8f88e6366cc11,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f6d1a705bedda5aab51b64a64a5684b0a50318f8f296df5826a1f8d58e218b87,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f461a3dc40fa1ca9c0fe0ad01b23fa5dba35fa8f213970c252045ada89e22fa7,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,652321e403328a1a7b20d2292dbd89be78521a9d02987afdb1dafc1b68a7413f,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,4d085c297e4009039933a85a5dc94d75a35eae40155b8be887b8de6d52c44eb0,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e925924d2705c4b53b3f37a7cc902502068a169b669517b8bfd871a2cdc3a50f,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,db5f3fee6b30439af1ec83b24bc0f62cdf8972f8bfa32c4b187e00df27fe3aa9,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,61684cac6916b123886968ac9eaa2d58cc9e5978d77a05592f483825317e645a,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,096e31681ee399a887cc0373b97d930c4738853e57620f707dd9cdc0d4345aef,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,4675ffa179b89c66329fabd7b8640211b8fb233f75163c2e707edd1c200ca88f,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,16d436505f13c9b9aa0d1f4c62fe14356ed404a0555e45bbcf5915f9ef521c15,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,74ee14d0777f1949376b6509b3f7585b2068f0790ef7996bcd3c8f32efdba3aa,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,31ce704f19fd7150d7fe09aca0cbdce96b57ea071415456f95388fd2367c4b68,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,82c0deca468c8b8c248ac98e700cbe3e304f6c2739ef5eee813967fc7df85ffd,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,d952adc904834c215a68d35a5e90346854de3aa361acfb8b7d39352985df8a01,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,09175daeb62162978a4396576100f8f061ebf8dcde3d4a443f2a1fe7767a0e2c,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,0e270c275b0dbd2a003d4ded931926b498e379236a5f507b5ea25b06bc54ec80,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,2639ff51ae7bd57fc53b7d69ed06d9eab5f026727d988804cd4a3762883e64c7,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,334fafbf374b2b05222559bacdc7fd33e448265a5f3080d45e9e86d3e3534cbb,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e65c06af964d587bbefc8c3a8fa89ea6c9a5a9eaf4cfe17028d6e51a768e48c7,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,0a04fa0ac125e59eaebeb523a4c08ce5e638396aa74730be8d2ad1b8435e1aad,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,08b65e2bf326c0bde68b4701b2d043e60b0490a7212592d76ffaf08d90984138,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,26f51172a41cb0083e1cca044b3abdcc6540da81582e500258333f387f3db788,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e4887254aa7aeb3309380b2899ab369b02e7267020ebdbe0ad09a30ccc4be3a5,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,bd66250e27dd382c88aad9f1a662f235dbf38f112965df06be05f2c03651fd8f,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,143ce63b6349b0ab7cea92d5113a4b27b17f686859c2530d2b6efa9160a35772,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,b9ff553c8e098d3c2915e39745606ec30411a505c8f3034582c627c2763da527,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,2a3200ba7f6cecfdea42cab063d56aaee175b590d33a79da27bbd1bcabee0190,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,946c20983ea3dea06bcf16568e3d9a5027c2cfa0c6f3ec8563ad4f98d18f9481,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,49aaae7923986cd3462f8f0f4a7f4ac3568a8a3d162670b9d96731940a74fdbf,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,29c5412c6aca6acd6d2f28d9b2d88e1139b2f3f8f22a17b7828df8d5426a2d3a,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,089704b734e23233746c35aabebe922819c4645497ceb7ddc55232393e715d26,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,1a06ef77e0f1c5d225d810bfa9d09b42fbb92e1c532fe3af3fee9732ca9a2444,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f61200ccef2f7aafa63af037cd92abdad8e14e188a703dbca06a74fca8e78a21,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,a0c74a186bbfea9632556fd9209be5f530c90f5fded46514987a02bfcdfd96cb,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,41871296b298eab439cc07468c731936db8fae1185a863a9aba188b47018a3e6,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,297b85786df5945be53949e767c3beb02289a85e7df7de04657acc3d9921a236,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,997a0163accd5f4cfe3801decc0ac3120819c4b43ccd82c9220c76b27e122267,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,1c68999efe832ab4526e8395d41cacb0751046255bd0bc442cc81faaece07b79,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,5b4dafa2da3f89eba8f08afc13426a372c4752aea2449f83237c3be2dd08368e,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,da2f3694fe46ad8ca88024309a24f6a6d5b5b4edc7fb86c86f671a9936827df8,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,14f15006ba2eb2eaa778317438b6af351a04b543505eb104b0aa0832adc47a1f,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,d5fa90ceb0b5ff4a3f90a51a729969154c93d409aa39dd78e3cf395418949dbd,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,2df99de330206b77e7b8468a349df61545d3d458bdf77969c09785d8a6a769d4,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,c8f5a88e2ce971f6f7a72be689b7c7eb4cd251bc867a68c5b1176fd03f8c8cfb,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,0838a1608349cbb85bfaf3d904f576f886535f61a767bdc69f8286110f0c77bc,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,cb8dd498afcdfccd41a1ed69bee4ca7c91b260b8d00994d2d9e395a536f18516,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,d67fd0b75d2939d5e01c40cf7ae3c0362e07ec56d4def76cbc0f8ad889d1f951,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,9efd772747bd77f899c85088b1c181b2a1539cfda92d51ccbc0e4bb0056f30b4,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,c7754261c30e771fbeea7cd09f4af0b986f43078ce05aed4b2f6a6c9f4a358bc,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,84d1e61a487f02ea9aaf1d86d5414bdfd2dbd1e2d50e2fb901f05fea31a08b3b,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,0d24fb2eb8c940f6d7150678508e67e07e9ef117fa044ac6ba12bd78e00583be,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,72dd90d8252a64f1153571b2b8f6d6a7e2f2caaadb61b20681cd6fabc18f50a3,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,66bb30813dc89de890b0099031ea04f2dc8c6d8d08030b53e6080ea15322dc1b,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,eb912353fe5406e76cdee30bd7f6a62e6b09d2545dc670ecbd3fdf34b0a8cab6,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,362722de1ac953c8b570bb7756ca79c7bf3c43d8d5986037ee7ec79638b91ec9,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,1ddb1cf1c896c3a87d07e99d6f5a84c7ef4fa9b2cce77d5defe5d8d38029a777,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,ed12362e164ed56c72da243d20c6b3264f25d108b3299a454cb04c4b04650c02,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,85f8bedf6be75425432d25d35eb4389e3f497ee3b8576db72f98ba63d30cd63e,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,6f5ad5f1717d4339cd20b656a84ebaaed862c0c8dac34f1b0b6dfe122e664ec3,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e36014bcab3c27ccac404ccbb9093454e69fc1b1f7fc24a50d3129317fe1c154,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,5599f0320f0b4b11e6835f30977f2408f3813c074bf1dd468188aa13452c932c,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,df1940f9155d51cf14b0685c034ac80e3679d05138544e2c5baa67e5d5fc00dc,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,633977a2284bb0c1cb4e10165875106273e36c99102bc673c63fefe72c48e0e3,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,8d0bb693e73fb53fd98401fec2c1440bc9b77827e00dfe04998da876a1f0c782,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,ecc11d36b7ecfe101a60591eaeabdd83eef61a85b3100efaa04085f9424a89fa,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,d0053a78d6180fec21a18cdac9d3ddb129862ddef635a4e2c39fcfa3b743ae87,Anomaly,Normal,1.0,0.4,0.5
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,72744cee048c123635706e669e75231cc16b58f4c0fd197e81164aac4540caac,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,d009e5f150c472c811af218ec91f071aa21cffef525600d6ca885401f0e0b2bd,Anomaly,Normal,1.0,0.4,0.5
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,8fc6aed2aa813b913f6d08bee200334b7a8d158aa961ee8722db18baf003cc16,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e312f9d7456b409113f51df6d97a2f5665eb6579e9cb73a0899235ec343a38c1,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,0ea5dc3fc493d6aeb26c782662cf35def00d775237fc29243e5d0df55ff8fc53,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,daac815bcaaf57a719d949a548bbc9a829b0030324ed8af75d2d39a04b306fac,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,d8654849b0ac8cccfc2af7b12eb1faa1ec92d75ca4aa7e8a3c36ee9894b52910,Anomaly,Anomaly,0.0,0.8,0.9
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f98495453ed1c3e80d21ba6262b02340d0aaa4555d0cdbc92486cecd43318893,Anomaly,Normal,0.0,0.2,0.5
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,1a5f3b3d409e6a479f374416b5eece28861c904e08b517fb3a94175f6e26e6d5,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,ef28ba2c21c375d0547216ee015b1127d02d1d1d7db0974c4b921389593c3267,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,204e5f7f05095e2d7199cff3a0ded73c060d4a96586c8415d4fb6628a550876f,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,55a469a9b5db92784a847fcc6b2d1cf7beded38343f4f48205a4d70a7601b1a2,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,7b6f77edb219cc4a844ebc859884b3c10d2c63721fd1e90c2dc68d36ce73a325,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,4b0182673c556730f755d6e1240b225167d6acd88ec792fe0d28d307a0c3b4ed,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,789638382d61b5e6be0a87e42a0e3c884da25a60092117ca2e7ecf04bbd4a168,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,4e88ac21c2896767093983ecd4f22461acdf098d0daa21ae325dd3d8eaa4be48,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,dffbbe9b81804e47b45a1e44cd92ca3d103b1db18d0557a110eba2e0d55695c4,Anomaly,Normal,1.0,0.4,0.5
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f18636037afed8623fbbdbf37c0ac3987eeb0e655095aff8be5d576411d5223c,Anomaly,Normal,0.0,0.2,0.5
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,49d20acd8bc8416a71a28ba96cf7c7efae4eed6b9db32fe9583333d88ba34230,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,391db3fe13dc2a1f975f9c8b24be22abae7cfccbeb14b7c0505d54a0e5be6e9d,Normal,Anomaly,0.0,0.4,0.2
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f57823d9affc1693ba4fc7b88847a021816106af8ea0b36cd8852909a77f1688,Normal,Anomaly,0.0,0.4,0.2
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,f8955042552c06f4207d3cf8d8614c2cf611e413a66d914fd34010257aea1ec3,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,52bd7de5aec436b00b26c9f59e9860231685a474ce874eca0b3042a62cc09c08,Normal,Anomaly,0.0,0.0,0.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,49d4799dbeaff403805d0d2a9a6eb880ec124bfe8ea14d43fcd556c081cfbddb,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,542f0d45d36d05235215fedc5ee846d5a8eee5ba5a3c86b49b965ca2d4619d2a,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,b55e38e4f046ff5366b20ed2face5fb08ed6924c01051b3803b51c6ed65eadd1,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,98f57020caa1bc7e4a3ce160468dedf23bcdd09db81547856745562d1c8fff9d,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,97e83364d26f2cf36474b35a12d834f6bb68e7458705da31eb477bbd6d3d159e,Normal,Anomaly,0.0,0.4,0.2
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,daffcb0cea3befc33459a85ae7925a626a3caef7843b96271d4e2544bbf322c8,Normal,Anomaly,0.0,0.0,0.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,1ebc20d4d6dfa0cbe473df72019a6634d4f5680dd53b755dd24c24ac2de50a2d,Normal,Normal,1.0,0.8,0.7
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,fccf54d085233c679a5c4dbd021d748557e8d5362b7283ef866217b68a16d17d,Normal,Anomaly,1.0,0.4,0.2
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,097aaa6b1544c473331a7aec18c960b423bcc48e617723cb65f7427b368af19b,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,3f09cc17ca6314b54e219dcd14168904a4386b744af3d46085ed8bab0710f255,Normal,Anomaly,0.0,0.0,0.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,21583e05f8bea8c95fab90439e3a894dc60d89b3b61f272325cd638ff725bee7,Normal,Anomaly,0.0,0.4,0.2
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e147affe8a989f620deeba309ed3389ba881f726cec7e34a8ce5d1aff936e9a2,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,5c043b8c440435e20019c95ceebbf927d0ceb7190a1f096c6c48adc13f451e1e,Normal,Normal,0.0,0.6,0.7
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,5725b14082e4ecdb56abdc5eff951fb78ec59686a30610a685221a429d0c9c22,Normal,Anomaly,0.0,0.4,0.2
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,22bf25cc8e7941b38db95ec4bf9a544310c8c67e3d713b48dc7f34465dbed1d1,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,23d23c7bbe6455b794a26126b4954151826f32c428fcbc9095da89f490ad78fa,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,ca9d7e13304287271993102efe2f47d596518a870175d411bce4b8f4643ed262,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,8708b5cd020c6a16517e85251976935ce436be51ef5408e934d879665a8dfb86,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,c1c078fc7837a64dc7c07d1c9c9bb076fb75bad30e3a65d67382f13bb5a0219e,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,beb49382ac5d1681925fb803469d70dcbb52aa61106843200026d99f7cd166bf,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,9b07629a0f656650cc392f7740f274e4f4ad3bfa5ff7d4c5cddfa8b1dd06ddd1,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,8060952d8aec9236b451e6d4a86dbb015a21423bf5433f64d285de0a817a163a,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,0f2ef4299a02540be82e4846258ced4fa4f1b9ca5789b8482d995bba7cb526eb,Normal,Anomaly,0.0,0.0,0.0
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,e585f559f94991d76a377c925a8c118de42bf023c9a3e9617cc1b5e40bd09b81,Normal,Normal,1.0,0.6,0.4
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,a46c4f210b660b769b52b96f64ecc4d13c97e22a8f04a78f3d1856c885ae1979,Normal,Normal,1.0,1.0,0.6
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,41502ea3b6198cc4a51722dafaca4fd5e0d18fe347c798805f853139a246fc1e,Normal,Anomaly,0.0,0.0,0.1
201,BGL->spirit_first20M,BGL->spirit_first20M[seed201][surprisal],SMA,78b6df197c266c7eb46a031002f14cf1f965af7428943df42573470e7d2c0dfb,Normal,Normal,1.0,0.6,0.4
